area,aspect,floe1_theta,floe2_theta,recovered_theta,minimum_sd,true_theta,perimeter
50.0,1.1,9.095146287630156,7.39729663826444,-6.0,3.0,-1.6978496493657156,26
50.0,1.1,-12.893493389746931,-13.713381733471902,-6.0,2.0,-0.8198883437249709,26
50.0,1.1,-2.4518873742932157,-8.934732034960915,-9.0,0.0,-6.482844660667698,26
50.0,1.1,6.500799869901675,-8.752080516593164,-9.0,1.0,-15.252880386494839,26
50.0,1.1,-18.35844621906268,5.538073098448743,18.0,0.0,23.896519317511427,26
50.0,1.1,1.8282315639525981,19.536071093234902,17.0,1.0,17.707839529282303,26
50.0,1.1,10.448993545152666,2.354733135167628,-10.0,0.0,-8.094260409985038,26
50.0,1.1,15.146497054537763,-18.196182686452545,-31.0,7.0,-33.342679740990306,26
50.0,1.1,-20.67363152872131,11.831857613963484,39.0,6.0,32.505489142684795,26
50.0,1.1,6.793610275002166,-7.0475395760114,-8.0,3.0,-13.841149851013565,26
50.0,1.1,21.59819953892005,22.124901100175567,-5.0,0.0,0.5267015612555177,26
50.0,1.1,7.554142055116712,12.46990655540785,11.0,4.0,4.915764500291138,26
50.0,1.1,-9.508304554248069,-2.6777267928152626,10.0,1.0,6.8305777614328065,26
50.0,1.1,-20.98061894115608,-20.60169715085635,-5.0,0.0,0.3789217902997315,26
50.0,1.1,-16.762002378130603,-8.468036901037445,-5.0,11.0,8.293965477093158,26
50.0,1.1,-10.550907713333078,2.442448839657467,11.0,0.0,12.993356552990544,26
50.0,1.1,-20.70187596453845,3.675459930560307,21.0,0.0,24.377335895098756,26
50.0,1.1,-0.277227358861144,-3.040904018347362,-6.0,0.0,-2.763676659486218,26
50.0,1.1,19.609660382584465,-3.099026671468512,-19.0,0.0,-22.708687054052977,26
50.0,1.1,7.716963141130824,9.522789652209317,-5.0,3.0,1.805826511078493,26
50.0,1.1,-21.79974629548225,-17.47339556506208,6.0,2.0,4.32635073042017,26
50.0,1.1,-12.819505080645964,-13.093771913494022,-5.0,1.0,-0.274266832848058,26
50.0,1.1,-7.149428922522406,1.263125128354214,7.0,0.0,8.41255405087662,26
50.0,1.1,-2.6190813760201386,-4.796209583286521,-6.0,0.0,-2.177128207266382,26
50.0,1.1,-16.15207966322742,6.642052997434943,17.0,1.0,22.794132660662363,26
50.0,1.1,18.497050052180136,-11.097165381153319,-30.0,5.0,-29.594215433333453,26
50.0,1.1,-11.137030587472129,-16.443664643691083,-6.0,7.0,-5.306634056218954,26
50.0,1.1,-14.803152930903222,-11.52154249412316,-5.0,3.0,3.2816104367800616,26
50.0,1.1,2.6899818281933126,1.7749480762355345,-6.0,0.0,-0.915033751957778,26
50.0,1.1,9.745924856536307,-0.16157525059361522,-10.0,0.0,-9.907500107129923,26
50.0,1.1,-5.846689301100318,16.373678044298668,16.0,0.0,22.220367345398984,26
50.0,1.1,-10.340531953586119,4.946721207695813,10.0,1.0,15.287253161281932,26
50.0,1.1,-15.562009769021978,-11.751812088701085,-5.0,6.0,3.8101976803208935,26
50.0,1.1,6.787272160251589,-0.6569162438466647,-7.0,0.0,-7.444188404098253,26
50.0,1.1,-14.657220611948013,-14.163794384551043,-5.0,0.0,0.49342622739697006,26
50.0,1.1,-22.032534880948965,-5.091225742133605,21.0,0.0,16.94130913881536,26
50.0,1.1,6.185661490154174,8.247399944652827,9.0,0.0,2.061738454498653,26
50.0,1.1,-17.998522284247944,-17.948355747208527,-5.0,0.0,0.050166537039416426,26
50.0,1.1,-20.872809990505942,-9.536567166331197,16.0,6.0,11.336242824174745,26
50.0,1.1,-3.2192292066089276,-7.47922310681235,-8.0,1.0,-4.259993900203423,26
50.0,1.1,15.503696134999535,1.3425547846813035,-16.0,1.0,-14.161141350318232,26
50.0,1.1,-7.055406782758948,-14.635932249713015,-12.0,4.0,-7.580525466954067,26
50.0,1.1,-1.1309920660146018,6.054800111917379,-6.0,0.0,7.18579217793198,26
50.0,1.1,14.984913212835478,14.543345007153976,-5.0,0.0,-0.44156820568150223,26
50.0,1.1,-11.474566348993406,-2.909173070450514,11.0,0.0,8.565393278542892,26
50.0,1.1,10.986779047774245,22.0946195864977,16.0,5.0,11.107840538723455,26
50.0,1.1,9.09248314246813,2.9611373886320247,-9.0,0.0,-6.131345753836104,26
50.0,1.1,-10.84535639597131,15.403696938996827,29.0,6.0,26.24905333496814,26
50.0,1.1,-8.938379685449473,-15.702595985797778,-16.0,7.0,-6.764216300348306,26
50.0,1.1,11.097560653051127,17.85538090953058,6.0,5.0,6.757820256479453,26
50.0,1.1,14.199336801038699,8.367192414479117,-13.0,8.0,-5.832144386559582,26
50.0,1.1,10.269037636145798,-8.344599325059288,-12.0,6.0,-18.61363696120509,26
50.0,1.1,-1.847127335952452,15.40898980216051,15.0,1.0,17.256117138112963,26
50.0,1.1,2.7599842526081004,19.580376471945147,17.0,1.0,16.820392219337048,26
50.0,1.1,7.1136234297748855,22.338671207898333,16.0,3.0,15.225047778123447,26
50.0,1.1,-20.65229789355777,-12.067831198147353,17.0,7.0,8.584466695410416,26
50.0,1.1,-11.047405076774877,8.024370172510183,13.0,6.0,19.07177524928506,26
50.0,1.1,10.22143690235857,1.856373748423414,-10.0,0.0,-8.365063153935157,26
50.0,1.1,-9.295807150571868,1.737107231561369,10.0,1.0,11.032914382133237,26
50.0,1.1,-10.209896576219537,12.332109588794758,14.0,9.0,22.542006165014293,26
50.0,1.1,14.964510312344038,-6.068664594176486,-15.0,0.0,-21.03317490652052,26
50.0,1.1,-7.418903555640284,20.077900209358404,22.0,3.0,27.49680376499869,26
50.0,1.1,5.9238294391441215,-3.770237701705277,-6.0,0.0,-9.694067140849398,26
50.0,1.1,6.0697668300267535,1.698876663626685,-6.0,0.0,-4.370890166400068,26
50.0,1.1,0.5022700024759885,-5.0108383765237265,-6.0,0.0,-5.513108378999715,26
50.0,1.1,-12.23895955740189,-18.449013278357352,-6.0,6.0,-6.210053720955463,26
50.0,1.1,21.80932181887129,-18.533946842148158,-41.0,2.0,-40.34326866101945,26
50.0,1.1,-0.04657555154714332,2.6829534111549593,-6.0,0.0,2.7295289627021027,26
50.0,1.1,1.6255245758659447,-18.460245555223946,-17.0,0.0,-20.08577013108989,26
50.0,1.1,-15.061061070614917,19.45229191055961,31.0,6.0,34.51335298117453,26
50.0,1.1,19.86058985023308,-5.296230969683641,-19.0,0.0,-25.15682081991672,26
50.0,1.1,6.172162559898403,-2.3933964232846483,-6.0,0.0,-8.565558983183053,26
50.0,1.1,-15.269436258082235,5.841235678502745,15.0,0.0,21.11067193658498,26
50.0,1.1,2.5508551867255287,-1.0351513361414892,-6.0,0.0,-3.586006522867018,26
50.0,1.1,7.4697101896559435,-0.8955955743748706,-8.0,1.0,-8.365305764030815,26
50.0,1.1,-10.546546172958234,-4.739767073028162,10.0,1.0,5.806779099930072,26
50.0,1.1,-4.843090736463741,18.882299384789338,17.0,1.0,23.725390121253078,26
50.0,1.1,-1.413209800088886,15.247069220766425,8.0,8.0,16.660279020855313,26
50.0,1.1,-3.260303754013401,-14.263881637648941,-19.0,3.0,-11.00357788363554,26
50.0,1.1,3.7146547194207242,-9.560224908989147,-10.0,1.0,-13.27487962840987,26
50.0,1.1,7.866914836837463,-7.553733020130925,-8.0,4.0,-15.420647856968387,26
50.0,1.1,-8.90931540393747,5.958142041633543,9.0,0.0,14.867457445571013,26
50.0,1.1,20.938892376769388,5.009300779918818,-21.0,0.0,-15.929591596850571,26
50.0,1.1,5.1469734368526545,-2.4481753579527488,-6.0,0.0,-7.595148794805404,26
50.0,1.1,2.8942680229011124,19.221638141845112,17.0,1.0,16.327370118944,26
50.0,1.1,-1.252481016627633,-13.120985850678753,-12.0,0.0,-11.86850483405112,26
50.0,1.1,17.921923334534185,-15.429005156026944,-39.0,5.0,-33.35092849056113,26
50.0,1.1,-20.811205522572838,-8.131006943048396,16.0,3.0,12.680198579524442,26
50.0,1.1,-9.290312455251842,-22.24013843805249,-18.0,6.0,-12.949825982800649,26
50.0,1.1,18.879942047985967,3.4471296847121193,-19.0,0.0,-15.432812363273847,26
50.0,1.1,-20.570577343807138,-2.669318116979987,21.0,0.0,17.90125922682715,26
50.0,1.1,14.632890207342065,-12.508367436299919,-30.0,7.0,-27.141257643641985,26
50.0,1.1,2.2289630743151294,-5.632485909604279,-6.0,0.0,-7.861448983919408,26
50.0,1.1,-14.66777215840353,20.44629781426472,27.0,6.0,35.11406997266825,26
50.0,1.1,12.380974290154239,-10.247197384816296,-30.0,6.0,-22.628171674970535,26
50.0,1.1,3.8801607616134404,10.96098819797351,10.0,1.0,7.080827436360069,26
50.0,1.1,14.306040547685326,-5.403854630556049,-15.0,0.0,-19.709895178241375,26
50.0,1.1,-2.0441764889343133,6.986542141719541,7.0,2.0,9.030718630653855,26
50.0,1.1,-4.872713990718781,-6.485289156965031,-7.0,2.0,-1.6125751662462502,26
50.0,1.1,21.161661913402686,-1.2095204919366025,-21.0,0.0,-22.371182405339287,26
50.0,1.1,18.591725516083898,16.782065688336274,-6.0,1.0,-1.8096598277476232,26
50.0,1.1,10.824761581686172,-4.238336350415561,-12.0,0.0,-15.063097932101734,26
50.0,1.1,-8.658494364137567,1.7253198478901433,9.0,0.0,10.38381421202771,26
50.0,1.1,-2.000155273980666,11.677178749046094,10.0,1.0,13.67733402302676,26
50.0,1.1,5.477461376983992,-20.582058180080544,-23.0,0.0,-26.059519557064537,26
50.0,1.1,-12.27418902602009,-22.236948494445226,-16.0,7.0,-9.962759468425135,26
50.0,1.1,-10.249555942406667,14.29027635974943,29.0,5.0,24.5398323021561,26
50.0,1.1,-12.082890137402368,-20.381232638368676,-16.0,7.0,-8.298342500966308,26
50.0,1.1,-14.455517825233152,-21.711453558333968,-16.0,8.0,-7.2559357331008165,26
50.0,1.1,18.27505335568088,10.065050362479887,-6.0,6.0,-8.210002993200991,26
50.0,1.1,1.4649320876705203,17.884906958673774,17.0,1.0,16.419974871003255,26
50.0,1.1,5.057603193188833,-2.1058185872619113,-6.0,0.0,-7.1634217804507445,26
50.0,1.1,13.399723727507613,-17.70732555261298,-31.0,7.0,-31.10704928012059,26
50.0,1.1,-13.125923225950338,12.405173408142673,29.0,5.0,25.53109663409301,26
50.0,1.1,-14.73870278406854,7.2828501776133185,14.0,4.0,22.02155296168186,26
50.0,1.1,19.221981608935113,10.704251625847323,-6.0,5.0,-8.51772998308779,26
50.0,1.1,15.844597577933667,18.460165494186498,-5.0,2.0,2.6155679162528305,26
50.0,1.1,8.32641199976174,-12.199565933946218,-13.0,6.0,-20.525977933707956,26
50.0,1.1,11.567952917504343,-16.336093545335363,-30.0,6.0,-27.904046462839705,26
50.0,1.1,22.308771301959137,14.38623474603063,-6.0,5.0,-7.922536555928508,26
50.0,1.1,5.3542025854712465,11.54700930910355,10.0,1.0,6.192806723632304,26
50.0,1.1,-12.22244642555631,-21.008075799399666,-16.0,7.0,-8.785629373843356,26
50.0,1.1,-14.94782358736001,21.15122284992661,27.0,8.0,36.09904643728662,26
50.0,1.1,-1.1657809568561266,-15.826270403013982,-16.0,0.0,-14.660489446157856,26
50.0,1.1,-9.133021256405462,-14.21779257780497,-6.0,6.0,-5.084771321399508,26
50.0,1.5,12.95225254058811,-16.01958156348928,-25.0,9.0,-28.971834104077388,26
50.0,1.5,-7.535859027054602,14.819435813169898,17.0,2.0,22.355294840224502,26
50.0,1.5,-1.668663793179614,1.009389493958891,-5.0,0.0,2.678053287138505,26
50.0,1.5,8.164097857848372,10.99098144146327,-5.0,4.0,2.8268835836148973,26
50.0,1.5,18.320420743911427,4.633934266376008,-18.0,0.0,-13.686486477535418,26
50.0,1.5,4.738575527035579,20.556777287820733,22.0,3.0,15.818201760785154,26
50.0,1.5,-6.6867015852936875,-12.878133209512155,-12.0,4.0,-6.191431624218468,26
50.0,1.5,3.156470360425136,9.65769841688832,10.0,1.0,6.501228056463184,26
50.0,1.5,-0.6435379262787666,-18.989359904604303,-16.0,0.0,-18.345821978325535,26
50.0,1.5,-18.979516036211916,-10.399856174587882,-6.0,7.0,8.579659861624034,26
50.0,1.5,-5.445606906431266,8.267655591424615,9.0,2.0,13.713262497855881,26
50.0,1.5,4.043087429003135,11.476572020687513,11.0,1.0,7.433484591684378,26
50.0,1.5,-14.492207232113355,-17.910048404987393,-6.0,5.0,-3.417841172874038,26
50.0,1.5,14.561310235103111,-19.45291809212323,-33.0,5.0,-34.01422832722634,26
50.0,1.5,-6.4435136745053745,8.48700872577699,7.0,4.0,14.930522400282364,26
50.0,1.5,18.561525824305775,-21.263952208841182,-44.0,5.0,-39.82547803314696,26
50.0,1.5,-19.84995778582165,-11.63599961669909,13.0,7.0,8.213958169122561,26
50.0,1.5,20.271045225991333,7.248107554350272,-20.0,4.0,-13.02293767164106,26
50.0,1.5,12.615372220869396,6.6157402127527885,-5.0,7.0,-5.999632008116608,26
50.0,1.5,-16.041780466828232,-0.830529748125558,16.0,1.0,15.211250718702674,26
50.0,1.5,7.670119757159791,-4.947218068161158,-7.0,0.0,-12.617337825320948,26
50.0,1.5,3.921348027973478,-13.286989618111946,-12.0,0.0,-17.208337646085425,26
50.0,1.5,-0.5561400311497511,-20.190945675861755,-22.0,0.0,-19.634805644712003,26
50.0,1.5,8.705593647891359,4.756108787460557,-9.0,1.0,-3.9494848604308013,26
50.0,1.5,2.9613845962173118,19.77680060637568,22.0,3.0,16.81541601015837,26
50.0,1.5,20.846349814059344,-18.317736735065154,-44.0,6.0,-39.1640865491245,26
50.0,1.5,3.837642158235144,-22.10517115100408,-23.0,0.0,-25.942813309239224,26
50.0,1.5,16.863339123976818,7.258359697223978,-16.0,16.0,-9.604979426752841,26
50.0,1.5,-4.935547899572822,-20.733457361000756,-22.0,0.0,-15.797909461427935,26
50.0,1.5,-3.795805935274234,8.56256592309787,9.0,0.0,12.358371858372104,26
50.0,1.5,13.794501491784313,-14.122317842409092,-27.0,7.0,-27.916819334193406,26
50.0,1.5,-16.564637455297518,3.3194387037150412,17.0,0.0,19.884076159012558,26
50.0,1.5,0.7421604769151163,1.2753894002392379,-5.0,0.0,0.5332289233241215,26
50.0,1.5,-5.9881388199920265,2.240415584415547,6.0,0.0,8.228554404407573,26
50.0,1.5,4.483396767800872,6.958946975196913,7.0,0.0,2.475550207396041,26
50.0,1.5,1.1884143762588302,-12.843651135958142,-12.0,0.0,-14.032065512216972,26
50.0,1.5,8.698148804508667,4.794577405628107,-9.0,1.0,-3.90357139888056,26
50.0,1.5,-9.606235703589423,19.55808785775007,22.0,5.0,29.164323561339494,26
50.0,1.5,18.440880990953126,16.977590189989336,-6.0,5.0,-1.4632908009637902,26
50.0,1.5,-15.48825168762111,-3.9064744203013286,15.0,0.0,11.581777267319781,26
50.0,1.5,-18.61002044626218,16.086219264952867,34.0,7.0,34.69623971121504,26
50.0,1.5,-8.921940178198843,-19.84269040230523,-22.0,5.0,-10.920750224106387,26
50.0,1.5,12.936875233591556,-18.110458301719692,-33.0,8.0,-31.047333535311246,26
50.0,1.5,-11.975401619849665,10.91298427500959,11.0,8.0,22.888385894859255,26
50.0,1.5,-4.383055553653819,-16.984313238751252,-18.0,0.0,-12.601257685097433,26
50.0,1.5,5.227548276262336,-10.189601768464618,-10.0,2.0,-15.417150044726954,26
50.0,1.5,5.142977304799981,-7.354852119149003,-9.0,5.0,-12.497829423948984,26
50.0,1.5,19.105304688915528,8.016458144305174,-20.0,5.0,-11.088846544610353,26
50.0,1.5,10.34677212746277,20.173639055948613,16.0,5.0,9.826866928485842,26
50.0,1.5,-4.5188174364082645,15.062543347034888,16.0,1.0,19.581360783443152,26
50.0,1.5,-17.261870207213413,6.999425120778923,17.0,3.0,24.261295327992336,26
50.0,1.5,11.20843689028438,-20.592173505459055,-35.0,7.0,-31.800610395743433,26
50.0,1.5,13.639508555496478,16.041494213901938,-4.0,4.0,2.4019856584054597,26
50.0,1.5,-12.29609253806907,12.752036207867347,11.0,9.0,25.048128745936417,26
50.0,1.5,-9.678050912321082,-18.99014270566765,-22.0,5.0,-9.31209179334657,26
50.0,1.5,13.591587566783536,-18.94303445125054,-33.0,8.0,-32.53462201803408,26
50.0,1.5,-0.5096510503807938,4.146442922626764,-5.0,0.0,4.6560939730075575,26
50.0,1.5,14.205359662474068,1.7461999412735452,-15.0,0.0,-12.459159721200523,26
50.0,1.5,5.318354198281612,-11.463042607108953,-12.0,2.0,-16.781396805390564,26
50.0,1.5,-8.194634114991613,-3.8543990237305756,8.0,0.0,4.340235091261038,26
50.0,1.5,17.791454442912293,-5.631713211576227,-25.0,7.0,-23.42316765448852,26
50.0,1.5,-17.351959810413415,-11.779130449466766,-5.0,8.0,5.572829360946649,26
50.0,1.5,18.43941103137496,19.71334474873586,-4.0,1.0,1.2739337173609009,26
50.0,1.5,0.4731316583144818,19.759120933511248,22.0,3.0,19.285989275196766,26
50.0,1.5,-3.5932047921751904,-19.4691633152896,-16.0,0.0,-15.87595852311441,26
50.0,1.5,12.258688303779847,-18.083551477404637,-33.0,8.0,-30.34223978118448,26
50.0,1.5,20.883938582699646,15.592701029683012,-7.0,6.0,-5.291237553016634,26
50.0,1.5,15.25546651645544,4.3464275212975325,-15.0,0.0,-10.909038995157907,26
50.0,1.5,8.059480293177547,-15.490775252964948,-27.0,4.0,-23.550255546142495,26
50.0,1.5,2.075076167543262,16.66238475076292,16.0,0.0,14.58730858321966,26
50.0,1.5,12.766668647162943,-17.036710359952476,-27.0,8.0,-29.803379007115417,26
50.0,1.5,1.9913827948725387,-16.805228128752894,-18.0,0.0,-18.796610923625433,26
50.0,1.5,2.58303917178001,-12.99820767470416,-12.0,0.0,-15.58124684648417,26
50.0,1.5,-15.17070835397845,0.7579215901557323,15.0,0.0,15.928629944134181,26
50.0,1.5,21.135803951710336,17.0425570812772,-5.0,4.0,-4.093246870433138,26
50.0,1.5,7.071549008393842,-11.435772289374064,-10.0,6.0,-18.507321297767906,26
50.0,1.5,-20.170882425456465,10.322336689426624,23.0,7.0,30.49321911488309,26
50.0,1.5,-2.3082028380860646,-17.311415869773473,-18.0,0.0,-15.003213031687409,26
50.0,1.5,-17.984578868680344,0.20474430700182955,18.0,0.0,18.189323175682173,26
50.0,1.5,-14.045717650511378,-19.600453289235272,-6.0,5.0,-5.554735638723894,26
50.0,1.5,-15.185918418648917,8.506621235004063,17.0,3.0,23.69253965365298,26
50.0,1.5,19.46694755035664,15.530307334973783,-6.0,5.0,-3.936640215382857,26
50.0,1.5,-6.276719574954365,22.30396082448987,23.0,2.0,28.580680399444233,26
50.0,1.5,-13.883306589753367,-0.3691687497296592,13.0,1.0,13.514137840023707,26
50.0,1.5,13.826330871042643,-3.3764862723171323,-14.0,1.0,-17.202817143359773,26
50.0,1.5,-21.184362429487894,17.870427291046088,41.0,6.0,39.05478972053398,26
50.0,1.5,-18.047490063106654,8.913608327559734,18.0,6.0,26.961098390666386,26
50.0,1.5,-13.584724758338977,-12.419432790272749,-5.0,1.0,1.165291968066228,26
50.0,1.5,-1.9172516291123254,-14.135909550129124,-8.0,6.0,-12.2186579210168,26
50.0,1.5,19.385752156504303,-10.60129175720117,-33.0,7.0,-29.98704391370547,26
50.0,1.5,1.9277520624473272,-8.569205176233451,-8.0,0.0,-10.496957238680778,26
50.0,1.5,-2.962905690160469,-0.16171278090504448,-5.0,0.0,2.801192909255424,26
50.0,1.5,-9.057879344444222,13.011352367659446,23.0,7.0,22.06923171210367,26
50.0,1.5,10.695666452644812,-18.589745240727176,-33.0,9.0,-29.285411693371987,26
50.0,1.5,3.4739646461089526,-19.692860794456024,-22.0,0.0,-23.166825440564978,26
50.0,1.5,19.761877884376904,3.2448470715049083,-20.0,0.0,-16.517030812871997,26
50.0,1.5,8.922732694339366,10.1998953643575,-5.0,1.0,1.277162670018134,26
50.0,1.5,18.522424668689663,-9.394283745803934,-32.0,9.0,-27.9167084144936,26
50.0,1.5,8.64678109749694,1.7255521319234264,-8.0,0.0,-6.921228965573513,26
50.0,1.5,-22.497837209945736,6.618802850280508,23.0,2.0,29.116640060226246,26
50.0,1.5,15.851120402682735,14.462559098461453,-4.0,1.0,-1.388561304221282,26
50.0,1.5,-10.685259666089156,9.280241415735187,11.0,7.0,19.965501081824343,26
50.0,1.5,-10.914523605501484,-22.49450325049156,-12.0,6.0,-11.579979644990077,26
50.0,1.5,-3.49995393017194,-8.919946216659648,-8.0,0.0,-5.419992286487708,26
50.0,1.5,-15.922159581049486,-11.885864639774656,-5.0,6.0,4.03629494127483,26
50.0,1.5,5.455920882997472,-11.46168084089577,-10.0,4.0,-16.91760172389324,26
50.0,1.5,16.65781021176777,-10.479591498089889,-27.0,6.0,-27.13740170985766,26
50.0,1.5,13.021813080359927,-8.210673971744582,-13.0,5.0,-21.23248705210451,26
50.0,1.5,7.0968654454428,-18.695108424133508,-22.0,3.0,-25.79197386957631,26
50.0,1.5,-6.035187045100106,-10.880895766906274,-10.0,4.0,-4.845708721806168,26
50.0,1.5,19.43404980252802,17.127937463667372,-5.0,3.0,-2.306112338860647,26
